id,0,1
,0.5821655336148351,0.41783446638516486
a046b793.0eda.4c57.adfe.b8800ece1dab.,0.8051671295537102,0.19483287044628983
a0ba142c.00e4.4ad9.8f2d.b53457bb21c8.,0.5985942774198445,0.40140572258015556
a0c52010.3ef6.4ec9.b944.e967b36da124.,0.5816927761442134,0.4183072238557866
a0eeff1d.51e4.4af6.9e82.da7bf1f94ba6.,0.5808619680978788,0.41913803190212123
a0f5f7d4.88e0.4f3b.853b.e1e4f6bca748.,0.5817101189502609,0.418289881049739
a10754e5.ff6e.4956.a654.0e17f854d7e8.,0.12067039591745721,0.8793296040825428
a15ec8b8.0251.4522.a03c.fab9694966f4.,0.5823620382301625,0.4176379617698375
a15f6726.8746.4176.bc5a.1f6b4a8e0ee0.,0.581729258710477,0.4182707412895231
a189f012.5db6.458e.8470.a12981b0c9d4.,0.5776632011246263,0.4223367988753737
a19219b1.db59.4493.83ef.e938e2ffdefd.,0.5877704684955465,0.41222953150445346
a19e31ff.1afa.4e25.8c79.28b922052ff2.,0.5851270995417871,0.4148729004582129
a1a54782.6381.47b2.8817.603bef36900c.,0.5749290099883437,0.42507099001165627
a1d5d861.951e.48c6.ae6a.acbae24c214d.,0.5816663230049104,0.4183336769950896
a1e80ada.950c.439a.a360.f99c02ccec93.,0.5804069965459294,0.4195930034540706
a210d103.3512.496c.82bf.515a6edcd7e7.,0.5781841072074572,0.4218158927925428
a2171910.1526.41fb.a57f.14e01c1afc67.,0.5800325656509114,0.41996743434908856
a2233404.f380.4bd6.8770.0d4ba8998fd9.,0.5731797965289409,0.42682020347105915
a26d49db.2309.46a0.a3ed.275378d484e7.,0.5809728113762629,0.41902718862373717
a2a12535.77ea.414b.bd36.d9328e019d05.,0.5811331169262636,0.41886688307373643
a2a33be8.232b.44bf.a003.349017a5bc5a.,0.5814528438235198,0.41854715617648025
a2eb131b.ee21.4502.b626.ee4cd42ef1ea.,0.5802313916707147,0.41976860832928525
a327f81f.a758.4ed6.89e9.cce688657faa.,0.6416316835819582,0.35836831641804173
a32b6a6b.c776.473d.925a.c82421b1c5f1.,0.5802011459118223,0.41979885408817774
a3f88a5d.7169.465b.bb80.e5999590681c.,0.6275562068210856,0.37244379317891446
a460b3e4.34ad.4ec0.b921.254432ffe01e.,0.5837045624276584,0.41629543757234155
a466927a.fe3d.4efe.9509.3a08338fe859.,0.6644661469885279,0.3355338530114721
a4cc111b.f49a.4aea.91ed.10e31c60d522.,0.5607448785237339,0.4392551214762661
a4db2c6c.403b.4ea1.9b54.d2aae853389c.,0.5163841073628255,0.4836158926371746
a513e301.c015.4102.9418.620e5e576ebc.,0.5802111798193855,0.4197888201806145
a56fd480.01e5.4d43.a38d.4bb89cc559b5.,0.573396523044473,0.42660347695552703
a57cbcd4.61bb.4a57.85f0.21dca9945eeb.,0.5509774443481416,0.44902255565185845
a59f1d5e.2ae8.49cb.a77e.ba53a7ea15c3.,0.5805693892497071,0.41943061075029286
